Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
464229,2020-12-11 23:05:42,4560395181594436016,fraud_Ratke and Sons,health_fitness,17.35,Angela,Taylor,F,6343 Ramirez Skyway Apt. 518,Lakeport,CA,95453,39.047,-122.9328,11256,Podiatrist,1972-10-18,7e48fbbbc83523b3bd8e2a220c381255,1386803142,38.552146,-122.519483,1
355529,2020-11-05 22:06:00,30491348102802,fraud_Nader-Heller,misc_net,807.62,Tommy,Dixon,M,8829 Steele Station,Dresden,KS,67635,39.6094,-100.4112,169,"Librarian, public",1953-07-30,bf19fb8f12bf8ff9c85b8173a9b78daf,1383689160,39.242203,-101.188528,1
447759,2020-12-07 23:14:25,4412720572684931,"fraud_Parisian, Schiller and Altenwerth",misc_net,694.47,Richard,Marshall,M,295 Page Creek Suite 181,Greenbush,VA,23357,37.7681,-75.6664,776,Psychiatrist,1949-11-17,ab8435ba2350a5c0efc66449cdacabfd,1386458065,37.963851,-74.750682,1
306264,2020-10-15 01:24:59,341542810616333,fraud_Conroy-Cruickshank,gas_transport,18.46,Billy,Mcdonald,M,304 Ryan Port Suite 335,Camden,MO,64017,39.2048,-94.0259,464,Colour technologist,1959-05-28,51d50c944b987890cccfda5cd4650a45,1381800299,40.126368,-93.688829,1
483521,2020-12-15 16:18:55,180040027502291,fraud_Rau and Sons,grocery_pos,328.18,Mary,Schmidt,F,022 Moore Island,New York City,NY,10162,40.7699,-73.9511,1577385,Audiological scientist,1957-12-29,b9413d7a4d8194924bc257fcaea797d2,1387124335,40.59868,-73.301794,1
30019,2020-06-30 23:48:35,571844099986,"fraud_Huel, Hammes and Witting",grocery_pos,284.94,Susan,Mills,F,005 Cody Estates,Louisville,KY,40202,38.2507,-85.7476,736284,Engineering geologist,1952-04-02,c319a3249bd476147cf1bbe36686a0ec,1372636115,39.075545,-85.607381,1
203725,2020-08-31 19:35:45,4610064888664703,fraud_Kihn-Fritsch,food_dining,8.89,Tammy,Maldonado,F,3312 Rachel Parks Suite 474,Stittville,NY,13469,43.2229,-75.2899,847,Systems analyst,1996-01-11,484a9713fad28b4afba16357768028da,1377977745,43.476328,-76.049475,0
11531,2020-06-24 20:42:22,213191402330021,fraud_Boyer-Reichert,shopping_net,9.62,Thomas,Sullivan,M,464 Newman Crossroad,Milwaukee,WI,53228,42.9676,-88.0434,817312,"Accountant, chartered public finance",2004-03-18,374bc9d9bd5e156f243930a043dc48ea,1372106542,43.676453,-87.9462,0
372186,2020-11-13 05:41:48,4294930380592,fraud_Maggio-Fahey,misc_pos,28.1,Misty,Rivera,F,1980 Vasquez Manors Apt. 574,Catawba,VA,24070,37.3696,-80.1284,1363,Equality and diversity officer,1940-08-23,8eda23d6f7b9f3c9e80c9bb1ba4eba78,1384321308,36.370315000000005,-80.03677900000001,0
197742,2020-08-30 04:39:47,3558652751678952,fraud_Lebsack and Sons,misc_net,5.71,Teresa,Blankenship,F,6638 Lucero Mill Suite 952,Karnack,TX,75661,32.6205,-94.2,2807,Chiropodist,1931-01-26,339eea059a5d3e81ba4be38985d535ea,1377837587,32.690733,-93.722312,0
333551,2020-10-27 00:29:41,676281772837,fraud_Murray-Smitham,grocery_pos,302.51,Alicia,Bishop,F,222 Freeman Islands,Whigham,GA,39897,30.8836,-84.3246,3430,"Editor, commissioning",1950-03-25,50feb50e835e170360ba8ea458240582,1382833781,29.982676,-84.117848,1
190587,2020-08-26 23:40:50,3563837241599446,fraud_Auer-West,shopping_net,998.47,Timothy,Simmons,M,1049 John Ports Suite 057,Newberg,OR,97132,45.3099,-122.9685,28278,Research scientist (physical sciences),1977-07-17,1aed8da29d71d59a40b9ba206b8593d2,1377560450,45.06605,-122.814893,1
161547,2020-08-17 02:46:27,4292743669224718067,fraud_Stracke-Lemke,grocery_pos,96.04,Michael,Williams,M,35822 Clayton Street Apt. 679,Great Mills,MD,20634,38.2674,-76.4954,5927,Art therapist,1973-06-09,ba7ef9ece618b00f1f95c6d86293f54e,1376707587,37.789896,-75.61689,0
58707,2020-07-11 23:27:48,501882822387,"fraud_Reichert, Huels and Hoppe",shopping_net,1166.0,Melissa,Phillips,F,5069 Scott Pass Apt. 654,Meadville,MS,39653,31.4285,-90.8578,2799,"Therapist, horticultural",1961-01-21,132eedacbd368a5bd3d9fa904ea4bf35,1373585268,30.777478,-90.537908,1
407941,2020-11-29 11:17:03,36360452125889,"fraud_Bernhard, Grant and Langworth",shopping_pos,39.29,Christopher,Raymond,M,766 Potter Well,West Chazy,NY,12992,44.797,-73.5112,4778,Engineering geologist,1954-06-14,e6067cea8a418c01fd23f25a7ec804e3,1385723823,45.314114,-72.87195799999999,0
75020,2020-07-17 13:19:10,4195740185974,fraud_Gaylord-Powlowski,home,93.49,Benjamin,Robinson,M,0701 John Ranch,Portland,OR,97210,45.5303,-122.7033,841711,"Engineer, building services",1963-04-04,0bcd93d4adb02014d25deb839a156b28,1374067150,46.260429,-122.34701499999998,0
26397,2020-06-30 01:40:26,4761403817546679245,"fraud_Langworth, Boehm and Gulgowski",shopping_net,829.4,Diana,Jacobs,F,69608 Perez Mountain Apt. 006,Viola,AR,72583,36.3924,-91.9932,1679,Psychiatric nurse,1986-05-02,dbab11d6b66735e14dffaf08b5601ad8,1372556426,35.582421999999994,-91.611369,1
176968,2020-08-22 18:10:12,3590736522064285,"fraud_Schmeler, Bashirian and Price",shopping_net,92.81,Kimberly,Gonzalez,F,72966 Shannon Pass Apt. 391,Bauxite,AR,72011,34.5091,-92.4828,4074,"Scientist, audiological",1975-12-20,724a1c9e8c64761b89d314043b9d1918,1377195012,34.417909,-93.012308,0
515727,2020-12-22 17:12:38,4988304376504,fraud_Ziemann-Waters,health_fitness,80.51,William,Thompson,M,977 Rita Grove Apt. 000,Rock Tavern,NY,12575,41.4575,-74.1659,2258,Building surveyor,1937-03-17,0132d300896f2c730dca3e92a0a00ed4,1387732358,40.890987,-75.02125500000001,0
269441,2020-09-28 22:46:56,60495593109,fraud_Beier and Sons,home,253.76,Randall,Dillon,M,4440 George Mills Suite 591,Dallas,TX,75210,32.7699,-96.743,1263321,Television camera operator,1942-11-24,eef627b93406f70561c599a51939b271,1380408416,31.773346000000004,-96.458826,1
191936,2020-08-27 16:58:32,36581538659449,"fraud_Boehm, Predovic and Reinger",misc_pos,8.51,Brandon,Bridges,M,957 Miller Falls,Apison,TN,37302,35.0149,-85.0164,3730,Occupational therapist,1991-01-28,bb1788b42b05cb5a302293d2fea05e0f,1377622712,34.835518,-84.910102,0
224548,2020-09-08 23:50:48,570273151375,fraud_Jast-McDermott,shopping_pos,872.35,Peter,Edwards,M,96122 Steven Flat,Allentown,GA,31003,32.6064,-83.2095,112,"Lecturer, higher education",1965-02-03,5b864f8834addb65da288ddf695bba2d,1378684248,33.007942,-82.98498000000001,1
22547,2020-06-29 03:32:01,3528231451607350,"fraud_Schultz, Simonis and Little",grocery_pos,326.49,Lauren,Moreno,F,83719 Wilson Shore,Heislerville,NJ,8324,39.224,-74.9942,526,Exercise physiologist,1940-09-06,96fb1e00060b63140d16a3fe25fdc018,1372476721,40.115189,-75.488261,1
529710,2020-12-26 14:40:12,30407675418785,fraud_Maggio-Fahey,misc_pos,7.07,Danielle,Evans,F,76752 David Lodge Apt. 064,Breesport,NY,14816,42.1939,-76.7361,520,Psychotherapist,1991-10-13,fc15ff832eb1e74e5e72d5ad0984d56d,1388068812,42.133268,-76.747043,0
438566,2020-12-06 13:11:47,4158945090781624,fraud_Pagac LLC,shopping_pos,2.82,Justin,Bell,M,5323 Walker Island,Pittsburgh,PA,15217,40.4308,-79.9205,687276,"Scientist, marine",1973-10-19,5a7eb4dec59501fbb8520fe275c56f43,1386335507,40.265159,-79.514923,0
480314,2020-12-15 02:23:49,4003989662068504,fraud_Lockman Ltd,grocery_pos,80.47,Chris,White,M,98897 Bennett Lodge,Bessemer,AL,35022,33.3224,-86.9657,71463,Radio broadcast assistant,1989-02-08,a285dc15c0911807d150764c1d88f7bf,1387074229,34.138917,-87.786526,0
274911,2020-10-01 12:20:15,30263540414123,fraud_Larkin Ltd,kids_pets,15.65,Erik,Patterson,M,162 Jessica Row Apt. 072,Hatch,UT,84735,37.7175,-112.4777,258,Geoscientist,1961-11-24,83c067e8702e306f1828e28f0e6cdaef,1380630015,37.133073,-111.582449,0
550613,2020-12-30 12:43:49,6538441737335434,fraud_Schmidt and Sons,shopping_net,3.93,Gina,Grimes,F,444 Robert Mews,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,1997-09-22,be488788060b2cb11c12bd2666ffe449,1388407429,41.544104,-80.870358,0
307797,2020-10-15 23:00:11,3527063666782582,"fraud_Towne, Greenholt and Koepp",shopping_net,908.98,Amanda,Alexander,F,21810 James Mall,Camden,TX,75934,30.9,-94.7547,99,Colour technologist,1965-11-21,f5734f41ee6d1da587fac82c3c9d6101,1381878011,31.074232,-95.508486,1
81697,2020-07-19 22:15:59,2454076758463217,fraud_Beier-Hyatt,shopping_pos,795.09,Robert,Andrade,M,27720 Martin Hills,Remer,MN,56672,47.0874,-93.9196,2097,Insurance risk surveyor,1987-10-27,2f0bc836dc7e1d03fafc5ed6878a6029,1374272159,47.158087,-93.759129,1
260204,2020-09-25 04:02:35,568279015842,"fraud_Schmeler, Bashirian and Price",shopping_net,97.27,Micheal,Hernandez,M,6139 Mark Rapid Apt. 651,Christine,ND,58015,46.5522,-96.7909,291,Television floor manager,1991-05-01,c5f3561740df2e79ba1b4c02153f25c7,1380081755,47.107646,-97.278765,0
192065,2020-08-27 18:07:21,3593118134380341,fraud_Abbott-Rogahn,entertainment,16.88,Laura,Casey,F,6114 Moran Way,Steuben,ME,4680,44.4971,-67.9503,1131,Make,1959-05-10,32d95bb7a2e978ddc8223b3a97dcda12,1377626841,44.246024,-68.712142,0
225961,2020-09-09 22:45:26,3566094707272327,fraud_Reichel Inc,entertainment,127.19,Kristina,Stewart,F,47029 Jimmy Tunnel Apt. 106,Newhall,CA,91321,34.3795,-118.523,34882,Health physicist,1971-04-25,54ec67f94849f8f8894b97b4b29e8acf,1378766726,33.429542,-119.078234,0
441426,2020-12-06 23:42:00,4412720572684931,fraud_Mante Group,misc_net,905.63,Richard,Marshall,M,295 Page Creek Suite 181,Greenbush,VA,23357,37.7681,-75.6664,776,Psychiatrist,1949-11-17,b5fef5c69602146267644daf969f292c,1386373320,38.213847,-76.416574,1
136692,2020-08-08 11:05:02,3586955669388457,fraud_Flatley Group,misc_pos,45.37,Benjamin,Rogers,M,24191 Elizabeth Mill,Bolivar,PA,15923,40.3673,-79.1605,1770,"Administrator, local government",1994-12-08,b764eb9fcc98572192d88cd2497f1bc0,1375959902,40.883896,-78.33766999999999,0
125853,2020-08-04 00:51:27,4725837176265195730,"fraud_Turner, Ruecker and Parisian",misc_pos,9.29,Elizabeth,Mckee,F,358 Pruitt Square,Jay,FL,32565,30.8985,-87.1332,5719,Higher education careers adviser,1994-11-05,8edc1be7a04f4a7a3b961b805c9665e6,1375577487,30.502501,-87.95567700000001,1
463952,2020-12-11 21:36:55,4561892980175,"fraud_Graham, Hegmann and Hammes",food_dining,101.21,Jacqueline,Allen,F,166 Lisa Fords,Greenwood,IN,46143,39.596,-86.1309,78968,Financial adviser,1968-02-10,76a9d040f9f8ca56a6b110883447f971,1386797815,38.791442,-85.565656,0
59754,2020-07-12 08:32:44,4223708906367574214,fraud_Bradtke PLC,grocery_pos,106.51,Adam,Riddle,M,27718 Mason Bypass,Mount Saint Joseph,OH,45051,39.0965,-84.6431,177,Exhibition designer,1974-05-30,69928a2c5d237815141aa078ce5a7ca6,1373617964,38.618828,-85.092649,0
13077,2020-06-25 15:46:59,4810789809665942990,fraud_Brown PLC,misc_net,7.34,Julie,Sanchez,F,916 Charles Road,Bowersville,OH,45307,39.5756,-83.7153,338,Quantity surveyor,1988-07-28,85fe46742827dd6b4350dfde3ad7b65b,1372175219,38.701819,-84.10869100000001,0
126671,2020-08-04 07:22:18,377834944388609,fraud_Miller-Hauck,grocery_pos,81.93,Michael,Jackson,M,539 Underwood Divide,Pea Ridge,AR,72751,36.4539,-94.118,6434,Product designer,1967-08-28,a1ffdcdfc04c5945840f5ee69005707a,1375600938,37.415941,-93.783907,0
113461,2020-07-30 22:35:57,3575789281659026,fraud_Marvin-Lind,personal_care,26.82,Lindsay,Wilson,F,7618 Gonzales Mission,Centerview,MO,64019,38.7897,-93.8702,2368,Electronics engineer,1989-07-17,dfb7dfffb331f0ef9d65f8de9d0a3bec,1375223757,38.131827,-94.840479,0
224107,2020-09-08 20:58:24,180067151859700,fraud_Jacobi Inc,health_fitness,100.92,Karen,Ryan,F,82468 Michelle Village Suite 556,Joliet,IL,60432,41.5378,-88.0572,128354,"Teacher, secondary school",1992-01-20,5e7121f103b21279b54537a61ad3d1df,1378673904,42.132657,-87.993946,0
463430,2020-12-11 18:55:18,3553629419254918,fraud_Harris Group,food_dining,25.6,Sharon,Johnson,F,7202 Jeffrey Mills,Conway,WA,98238,48.34,-122.3456,85,"Research officer, political party",1984-09-01,18954b5128b99d541d11eb68d58c47c4,1386788118,48.767991,-121.916277,0
41589,2020-07-05 21:25:41,345060451158891,fraud_Waelchi-Wolf,kids_pets,8.31,Brian,Perez,M,78652 Scott Ports,Ashfield,MA,1330,42.5232,-72.811,1506,"Production assistant, radio",1960-04-03,222e04e2193c0a19c5cb4e0d449002f5,1373059541,43.045358,-72.189642,0
254155,2020-09-22 04:37:18,4294930380592,fraud_Emard Inc,gas_transport,54.26,Misty,Rivera,F,1980 Vasquez Manors Apt. 574,Catawba,VA,24070,37.3696,-80.1284,1363,Equality and diversity officer,1940-08-23,43fa051ab52001d92bf7d7139d52a273,1379824638,37.626337,-79.767157,0
521080,2020-12-24 03:03:25,3513285035244624,"fraud_Robel, Cummerata and Prosacco",gas_transport,67.88,Ariana,Campbell,F,50932 Neal Valley,Daniels,WV,25832,37.7256,-81.1087,3994,"Biochemist, clinical",1936-11-05,453c526034fd6a903b51568c2ed455c2,1387854205,37.569169,-80.811088,0
210753,2020-09-03 12:43:25,343746486082492,"fraud_Hermiston, Russel and Price",food_dining,40.38,Jeffrey,Munoz,M,836 Stephanie Union,Cedar,MI,49621,44.8605,-85.8138,3096,"Social research officer, government",1975-10-11,57b9298c855e3c8a7fdbaff44d2a3cc5,1378212205,43.965324,-86.699056,0
338767,2020-10-29 11:31:36,4584931703207308232,"fraud_Kerluke, Considine and Macejkovic",misc_net,171.11,Amanda,Gomez,F,8152 Brittany Centers,Dallas,TX,75218,32.8463,-96.6972,1263321,"Designer, ceramics/pottery",1975-04-16,413e5f194d59462440b1082b88139f81,1383046296,32.917287,-97.616816,0
58974,2020-07-12 01:33:09,3540075240003197,"fraud_Parisian, Schiller and Altenwerth",misc_net,814.9,Christian,Johns,M,892 Solis Neck,Lonsdale,MN,55046,44.4477,-93.4252,5211,Chief Strategy Officer,1987-01-27,b930465c977e02369ea29d31ebdec0e2,1373592789,44.302549,-93.167974,1
195875,2020-08-29 12:10:09,30074693890476,"fraud_Konopelski, Schneider and Hartmann",food_dining,14.83,Kelsey,Richards,F,889 Sarah Station Suite 624,Holcomb,KS,67851,37.9931,-100.9893,2691,Arboriculturist,1993-08-16,3fea09261986ae2f0e737b5deb8ebee6,1377778209,37.816412,-100.06125,0
288690,2020-10-06 23:48:59,4755696071492,fraud_Bins-Tillman,entertainment,579.11,Robert,Evans,M,01892 Patricia Vista Apt. 828,Sachse,TX,75048,32.9643,-96.6012,20328,Site engineer,1985-06-20,6231485566b6ebfe132c02ed70c11747,1381103339,32.340867,-96.426617,1
52064,2020-07-09 02:18:02,213148039875802,fraud_Mante Group,misc_net,58.23,Jill,Jacobs,F,034 Kimberly Mountains,Brandon,FL,33510,27.9551,-82.2966,79613,Environmental consultant,1978-11-30,cd86e64226587c4446c371f0eb4e8406,1373336282,27.159798,-81.447019,0
433933,2020-12-05 12:41:33,3573030041201292,fraud_Lesch Ltd,shopping_pos,4.65,Joanne,Williams,F,3638 Marsh Union,Altonah,UT,84002,40.3207,-110.436,302,"Sales professional, IT",1990-01-17,fca7b0c702ba5571cb99e7cf7a2a6036,1386247293,40.112201,-109.592966,0
518231,2020-12-23 04:01:59,30150717898388,"fraud_Streich, Hansen and Veum",gas_transport,52.5,Raymond,Lloyd,M,5930 Rebecca Bridge Apt. 444,Paint Rock,AL,35764,34.7031,-86.3068,653,Paediatric nurse,1966-06-19,2301a938dc3e239f7de7573efd209af6,1387771319,35.061911,-85.454951,0
233736,2020-09-13 18:25:23,36722699017270,fraud_Collier LLC,home,29.32,Jessica,Perez,F,8172 Robertson Parkways Suite 072,Superior,AZ,85173,33.2887,-111.0985,2872,Petroleum engineer,1987-10-28,a18fe6c4e7c3ebc742c996c058fbba46,1379096723,32.7516,-111.214344,0
480010,2020-12-15 00:50:52,180040027502291,fraud_Friesen-D'Amore,gas_transport,6.67,Mary,Schmidt,F,022 Moore Island,New York City,NY,10162,40.7699,-73.9511,1577385,Audiological scientist,1957-12-29,888ca74a571ae8a64f09efa15333ed7a,1387068652,40.039461,-73.150942,1
177425,2020-08-22 22:02:37,30560609640617,fraud_Bogisich-Homenick,misc_net,996.21,Michael,Olson,M,558 Michael Estates,Luray,MO,63453,40.4931,-91.8912,519,Town planner,1966-02-13,4c230876398979d2ffa8d651dd19f81f,1377208957,41.33192,-92.311702,1
34886,2020-07-03 12:16:22,4512828414983801773,fraud_Ernser-Feest,home,9.8,Monica,Cohen,F,864 Reynolds Plains,Uledi,PA,15484,39.8936,-79.7856,328,Tree surgeon,1983-07-25,f0f17908b9f5d6c681e96ae840b56266,1372853782,40.364082,-79.78135400000001,0
135654,2020-08-07 22:48:11,30199621383748,fraud_Gottlieb Group,kids_pets,20.9,Theresa,Powell,F,117 Natasha Vista Suite 936,Leonard,TX,75452,33.4044,-96.2238,4090,Sub,1977-03-23,cb535f8f79cc09361832c2df456473eb,1375915691,33.545252000000005,-95.448972,1
357378,2020-11-06 22:29:06,30491348102802,fraud_Jewess LLC,shopping_pos,805.77,Tommy,Dixon,M,8829 Steele Station,Dresden,KS,67635,39.6094,-100.4112,169,"Librarian, public",1953-07-30,4d890d65dd8fff0ee833a45271536dec,1383776946,39.876692,-101.029183,1
388879,2020-11-20 17:14:58,180058696935600,"fraud_Klocko, Runolfsdottir and Breitenberg",health_fitness,2.96,Richard,Barnes,M,1339 Johnson Landing Suite 007,De Lancey,NY,13752,42.18899999999999,-74.9229,782,Chartered accountant,2000-08-28,a8639ef4a04ad9c85de5926e2cacbf88,1384967698,42.298048,-74.98677099999999,0
99127,2020-07-26 05:36:11,3513618443244549,fraud_Beier-Hyatt,shopping_pos,5.23,Amber,Perez,F,954 Reyes Ways,Fulton,SD,57340,43.7588,-97.8712,355,Financial adviser,1955-06-26,063da8db58e151f48e16cfc34cb8de47,1374816971,43.611546,-98.564084,0
169043,2020-08-19 01:07:34,3540210836308425,fraud_Thiel PLC,misc_pos,37.9,Steven,Yoder,M,94975 David Mews Apt. 316,Summerfield,TX,79085,34.7437,-102.5064,53,Fisheries officer,1992-06-19,540d2caa252d4cc5aa2dfd1130457a80,1376874454,35.12785,-101.844655,0
202744,2020-08-31 14:46:46,4653178848915023204,fraud_Kub-Heaney,health_fitness,87.3,Robert,Hall,M,371 Anthony Trail Suite 354,Glade Spring,VA,24340,36.7779,-81.7676,5657,Clinical psychologist,1987-04-29,3e46cb03f555c56b136f4bc57345f155,1377960406,36.662244,-80.994642,0
404664,2020-11-27 18:40:27,6011329966782895,"fraud_Baumbach, Hodkiewicz and Walsh",shopping_pos,408.19,Lauren,Butler,F,030 Seth Divide Suite 355,Tulsa,OK,74131,36.0557,-96.0602,413574,"Teacher, special educational needs",1971-09-01,ebefad616f6b60d9a83777501297badc,1385577627,36.365804,-96.153608,0
45810,2020-07-06 22:08:55,30197398657930,fraud_Bode-Schuster,kids_pets,23.1,April,Johnson,F,9727 Deleon Mountain,Creedmoor,NC,27522,36.1124,-78.6476,12335,Chief Strategy Officer,1987-09-19,617e2b77c41ea75d0f07688cc937641a,1373148535,36.140824,-78.523526,1
49653,2020-07-07 21:45:04,213161231269724,"fraud_Schoen, Nienow and Bauch",personal_care,59.86,Alyssa,Morgan,F,622 Robin Run Suite 764,Gadsden,AL,35901,34.048,-85.9246,67082,Physiological scientist,1963-02-09,01351d4a93a0e009a81b0e56388ec43f,1373233504,34.784427,-85.41196500000001,0
27853,2020-06-30 12:48:04,3575540972310993,fraud_Bahringer-Streich,food_dining,113.63,Rachel,Villarreal,F,250 Carrie Throughway,University,MS,38677,34.3396,-89.5736,4198,Curator,2001-06-22,f302d93dab411f4d3f65d8f574f3bc84,1372596484,35.078336,-89.183596,0
193874,2020-08-28 14:27:12,630441765090,fraud_Quitzon-Goyette,home,16.53,Susan,Washington,F,759 Erin Mount Suite 956,May,TX,76857,31.9571,-98.9656,1791,Corporate investment banker,1965-07-26,32e2124f31fb3d53efcf792a96df5d37,1377700032,31.839240000000004,-99.162006,0
267117,2020-09-28 06:17:59,345060451158891,"fraud_Raynor, Feest and Miller",gas_transport,83.28,Brian,Perez,M,78652 Scott Ports,Ashfield,MA,1330,42.5232,-72.811,1506,"Production assistant, radio",1960-04-03,5431e99c7479ce988c99799d3f8e551a,1380349079,42.222447,-73.29523,0
300198,2020-10-12 15:19:44,30135235368675,fraud_Kilback and Sons,entertainment,115.39,Amanda,Williams,F,02018 Gary Key Apt. 911,Independence,MO,64058,39.1412,-94.3515,123373,"Engineer, production",1992-11-27,4a39c81a5ac80b75aa46082114b031a8,1381591184,39.879467,-93.876971,0
285077,2020-10-05 20:34:27,3545109339866548,fraud_Kassulke PLC,shopping_net,7.44,Keith,Sanders,M,8030 Beck Motorway,Moorhead,MS,38761,33.4783,-90.5142,2870,Chartered public finance accountant,1999-03-05,af1b5a705768a9be52e1e30f15cfb172,1381005267,32.92648,-91.041225,0
394056,2020-11-23 00:43:22,213161869125933,fraud_Stamm-Witting,shopping_net,979.79,Monica,Lane,F,3270 Scott Islands,East Andover,ME,4226,44.6084,-70.6993,190,Animal nutritionist,1970-04-17,8d557fe70901ab47aff553ecc3641a3a,1385167402,43.747701,-69.824119,0
243215,2020-09-17 14:07:26,3577578023716568,fraud_Shanahan-Lehner,personal_care,3.32,Debbie,Hughes,F,0182 Owens Burgs Suite 480,Diamond,OH,44412,41.0935,-81.0425,2644,"Engineer, biomedical",1983-08-25,06f5d800ac8bf45372d29ac75ae6cf08,1379426846,40.177195000000005,-81.738003,0
151831,2020-08-13 06:58:24,213180742685905,fraud_Jacobi and Sons,shopping_pos,1.69,Kayla,Sutton,F,010 Weaver Land,Carlotta,CA,95528,40.507,-123.9743,1139,"Therapist, occupational",1951-01-15,71d4261d9543f69f0e374e026121a6de,1376377104,39.907939,-123.525833,0
506910,2020-12-21 07:53:48,213148039875802,fraud_Miller-Hauck,grocery_pos,172.7,Jill,Jacobs,F,034 Kimberly Mountains,Brandon,FL,33510,27.9551,-82.2966,79613,Environmental consultant,1978-11-30,9cf9af55701425f6c0ec3c490119118c,1387612428,27.309572,-82.409109,0
62150,2020-07-12 23:46:59,676314217768,fraud_Gaylord-Powlowski,home,260.44,Ellen,Carrillo,F,9431 Amanda Mills,Odessa,MO,64076,38.9829,-93.9757,9512,Clinical research associate,1972-12-31,460b487b7ca545bc237a974d9bf9f917,1373672819,39.386092,-94.970131,1
409103,2020-11-29 19:58:38,4178097073221156,fraud_Corwin-Romaguera,travel,1.58,Jill,Flores,F,639 Cruz Islands,Baroda,MI,49101,41.9488,-86.4913,3104,"Horticulturist, commercial",1981-03-29,5eb69f1876fcc1ca0d79edb79619e45f,1385755118,41.162343,-86.003238,0
536567,2020-12-27 23:13:50,4044436772018844508,"fraud_Champlin, Rolfson and Connelly",travel,2.05,Amy,Abbott,F,01505 Amy Stravenue,Dayton,OH,45415,39.8355,-84.2613,479994,Environmental manager,1970-11-09,666de073fd1735a3a80a15f0d702056b,1388186030,39.203982,-84.77817900000001,0
409615,2020-11-29 23:42:52,3533012926413100,fraud_Gulgowski LLC,home,111.73,Megan,Bernard,F,128 Nathan Ramp,Barneveld,NY,13304,43.2237,-75.1612,1684,IT trainer,1994-03-01,17c066416dd0b65825a21fff7d0014cb,1385768572,42.461806,-74.334379,0
